name	created	released	status	source	title
09RABAT1018	2009	2010	SECRET//NOFORN	Embassy Rabat	GUINEA LATEST: DADIS AND BEYOND? 
09REYKJAVIK214	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	REYKJAVIK OIG COMPLIANCE UPDATE/REUEST FOR EXTENSION 
08TRIPOLI982	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Tripoli	LIBYA: SECTION 565 WAIVER OF PROHIBITION AGAINST CONTRACTING WITH FIRMS COMPLYING WITH AL BOYCOTT 
09LONDON2678	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy London	UK HOSTS P5 UN DEPUTY DIRECTORS MEETING 
09ANKARA321	2009	2010	CONFIDENTIAL	Embassy Ankara	DEALS WITH IRAN BENEFIT PM ERDOGAN'S FRIENDS
09BUENOSAIRES1008	2009	2011	CONFIDENTIAL	Embassy Buenos Aires	(C) CARLOS REUTEMANN, ARGENTINA'S RELUCTANT
09MADRID71	2009	2010	SECRET	Embassy Madrid	SPAIN: DEPARTING AMBASSADOR'S INSIGHTS ON ENGAGING
09LONDON127	2009	2011	CONFIDENTIAL	Embassy London	IRAN:  BBC PERSIAN TV BEGINS OPERATIONS 
08RIYADH1134	2008	2010	SECRET	Embassy Riyadh	SAUDIS ON IRAN REF UPCOMING NAM FM MEETING 
07IRANRPODUBAI23	2007	2010	SECRET	Iran RPO Dubai	REFORMIST MP ON POLITICAL STATE OF PLAY 
06JEDDAH700	2006	2010	SECRET	Consulate Jeddah	TALES OF A PRINCE:  CG MEETS WITH GOVERNOR OF 
09CASABLANCA226	2009	2010	SECRET	Consulate Casablanca	PALACE COERCION PLAGUES MOROCCO'S REAL ESTATE SECTOR 
07REYKJAVIK203	2007	2011	CONFIDENTIAL//NOFORN	Embassy Reykjavik	Icelandic MFA announces inquiry into alleged 
08LONDON2494	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy London	x
08KHARTOUM1354	2008	2010	CONFIDENTIAL	Embassy Khartoum	CHINA COUNSELS SUDANESE ENGAGEMENT, U.S. RESTRAINT 
06REYKJAVIK140	2006	2011	CONFIDENTIAL	Embassy Reykjavik	APRIL 2006 DEFENSE DISCUSSIONS:  ICELAND'S RED 
08MADRID312	2008	2010	CONFIDENTIAL	Embassy Madrid	SPAIN/AL-KASSAR: EXTRADITION NOT LIKELY UNTIL NEW
08RIYADH1541	2008	2010	CONFIDENTIAL	Embassy Riyadh	PAKISTANI RELATIONS WITH SAUDIS ?STRAINED? 
08LONDON2882	2008	2011	CONFIDENTIAL//NOFORN	Embassy London	NIGERIA: UK ON EFCC AND PRESIDENT YAR A'DUA 
07PARIS2440	2007	2010	CONFIDENTIAL	Embassy Paris	FRENCH MFA OFFICIAL SHARES VIEWS ON IRAN/IRAQ 
09TRIPOLI589	2009	2011	CONFIDENTIAL	Embassy Tripoli	QADHAFI'S CAUSE DU JOUR - UN REFORM 
10SANAA19	2010	2010	SECRET	Embassy Sanaa	XXXXXXXXXXXX SOUNDS ALARM OVER 
10STATE8675	2010	2010	SECRET//NOFORN	Secretary of State	EXBS: DOE/INECP REPORTING CABLE FOR COMMODITY 
07BUJUMBURA798	2007	2011	UNCLASSIFIED	Embassy Bujumbura	SCENESETTER FOR CODEL INHOFE 
09STATE100988	2009	2010	CONFIDENTIAL	Secretary of State	U/S OTERO,S SEPTEMBER 23 MEETING WITH BOLIVIA 
05ROME1506	2005	2010	SECRET	Embassy Rome	IRAQ/ITALY: BERLUSCONI TRYING TO PUT CALIPARI 
09SANTODOMINGO570	2009	2010	CONFIDENTIAL	Embassy Santo Domingo	DOMINICAN REPUBLIC IS BAD FOR BUSINESS, SAYS
09ULAANBAATAR234	2009	2010	SECRET	Embassy Ulaanbaatar	MONGOLIA'S CONSULTATIONS WITH DPRK VICE FOREIGN 
06REYKJAVIK51	2006	2011	UNCLASSIFIED	Embassy Reykjavik	ICELAND:  NEAR-TERM UNESCO CONVENTION RATIFICATION 
09RANGOON732	2009	2010	SECRET	Embassy Rangoon	BURMA: ANOTHER CONVERSATION ABOUT BURMA-DPRK 
09BRASILIA671	2009	2011	UNCLASSIFIED	Embassy Brasilia	BRAZIL SCENESETTER: CODEL THOMPSON MAY 27-28 
08TRIPOLI498	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Tripoli	PETRO-CANADA SIGNS 30-YEAR PACT WITH LIBYA 
06MADRID76	2006	2010	CONFIDENTIAL	Embassy Madrid	SPAIN/VENEZUELA: REACTION TO DENIAL OF LICENSE FOR
05ROME1593	2005	2010	SECRET	Embassy Rome	IRAQ/ITALY: BERLUSCONI IN PARLIAMENT ON CALIPARI- 
09SANAA2274	2009	2010	CONFIDENTIAL	Embassy Sanaa	ROYG ACKNOWLEDGES U.S. INTEL ASSISTANCE IN AQAP
06REYKJAVIK207	2006	2011	CONFIDENTIAL	Embassy Reykjavik	NATO RESPONSE FORCE:  ICELAND TO CONSIDER NEW 
08RIYADH7	2008	2010	SECRET	Embassy Riyadh	SAUDI FOREIGN MINISTER ON THE SITUATION IN PAKISTAN 
07REYKJAVIK335	2007	2011	UNCLASSIFIED	Embassy Reykjavik	ICELAND DEMANDS APOLOGY IN DETENTION CASE 
08LONDON1777	2008	2011	SECRET//NOFORN	Embassy London	FOREIGN SECRETARY MILIBAND SUBMITS RENDITION 
10STATE13701	2010	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Secretary of State	x
08LONDON630	2008	2011	CONFIDENTIAL	Embassy London	IRAN NUCLEAR: UK COMMONS REPORT WILL CALL FOR DROPPING SUSPENSION; FCO DISCOUNTS REPORT'S IMPACT REF: A. LONDON 4204 B. EMBASSY DAILY OF JANUARY 31 C. 2008 D. GAYLE-NEA/IR FEBRUARY 29 E-MAIL 
06BRASILIA971	2006	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Brasilia	x
08ANKARA691	2008	2010	CONFIDENTIAL	Embassy Ankara	IMPLICATIONS OF AKP CLOSURE CASE AND OUR PUBLIC 
10TRIPOLI60	2010	2011	CONFIDENTIAL	Embassy Tripoli	LIBYA AGREES "IN PRINCIPLE" TO POLITICAL-MILITARY DIALOGUE REF: STATE 284 CLASSIFIED BY: Yael Lempert, A/DCM, U.S. Embassy Tripoli, Department of State. REASON: 1.4 (b), (d)
08HARARE1016	2008	2010	CONFIDENTIAL	Embassy Harare	REGIME ELITES LOOTING DEADLY DIAMOND FIELD 
08REYKJAVIK254	2008	2011	UNCLASSIFIED	Embassy Reykjavik	ICELAND: NATO ACCESSION OF ALBANIA AND CROATIA 
09BRASILIA634	2009	2010	SECRET//NOFORN	Embassy Brasilia	BRAZIL'S FIGHTER PURCHASE: ENDGAME STRATEGY 
07BRASILIA1568	2007	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Brasilia	Key Brazilin Senator Voices Concern over Venezuelan Influene, Democracy 
08TRIPOLI137	2008	2011	SECRET//NOFORN	Embassy Tripoli	LIBYA: REQUEST FOR ACCESS TO REPATRIATED GUANTANAMO 
09REYKJAVIK204	2009	2011	CONFIDENTIAL	Embassy Reykjavik	OBSERVATIONS FROM A DANISH AMBASSADOR'S THREE 
08TRIPOLI987	2008	2011	CONFIDENTIAL	Embassy Tripoli	THINGS FALL APART: LIBYA TELLS SWISS COMPANIES TO CEASE 
09STATE88783	2009	2011	SECRET	Secretary of State	DEMARCHE DELIVERED TO LIBYAN AMBASSADOR: 
09MEXICO701	2009	2011	CONFIDENTIAL	Embassy Mexico	CHINESE VP TRIP TO MEXICO - JOURNEY BEGINS WITH A
09TRIPOLI394	2009	2011	SECRET	Embassy Tripoli	SOMALIA DEMARCHE DELIVERED 
09TRIPOLI309	2009	2011	CONFIDENTIAL	Embassy Tripoli	AL-QADHAFI CALLS FOR SUPRANATIONAL AU TO INCLUDE COMMON 
09TOKYO2529	2009	2011	CONFIDENTIAL	Embassy Tokyo	DCM URGES GOJ TO SHOW FLEXIBILITY IN WHALING TALKS
08TRIPOLI960	2008	2011	CONFIDENTIAL	Embassy Tripoli	QADHAFI DEVELOPMENT FOUNDATION FACILITATES VISIT TO DETAINED HUMAN RIGHTS ACTIVIST FATHI EL-JAHMI  
06BARCELONA169	2006	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Consulate Barcelona	SOCIALISTS, LEFTISTS RECONSTITUTE THREE PARTY COALITION,
06BRASILIA1933	2006	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Brasilia	USG PRESENTS ETHANOL COOPERATION STRATEGY TO BRAZIL'S MFA 
10TRIPOLI96	2010	2011	SECRET//NOFORN	Embassy Tripoli	LIBYAN ATOMIC ENERGY HEAD ELABORATES ON FUNDING REQUEST FOR NUCLEAR MEDICINE CENTER REF: 09 TRIPOLI 886 TRIPOLI 00000096 001.2 OF 002
07REYKJAVIK1	2007	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	Iceland: Defense Bilats with NATO Allies Reflect Maturing 
10STATE16219	2010	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Secretary of State	IRISL'S UNINSURED FLEET AND EVASIVE ACTIONS NECESSITATE DENIAL OF PORT ENTRY WORLDWIDE
10BAGHDAD290	2010	2010	CONFIDENTIAL	Embassy Baghdad	ALLAWI CRITICIZES PM MALIKI'S AUTHORITARIAN 
09TRIPOLI427	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Tripoli	STATUS OF AGREEMENT ON SPENT NUCLEAR FUEL 
08QUITO672	2008	2010	SECRET//NOFORN	Embassy Quito	AMBASSADOR'S FAREWELL MEETINGS WITH CORREA, OTHER
08ISLAMABAD1998	2008	2010	CONFIDENTIAL	Embassy Islamabad	CODEL SCHIFF MEETS WITH PPP LEADER ZARDARI: 
09RANGOON355	2009	2010	CONFIDENTIAL	Embassy Rangoon	BURMA: CRONIES LAUNCH NEW SOCCER LEAGUE 
09TRIPOLI966	2009	2011	SECRET//NOFORN	Embassy Tripoli	LIBYA HEU UPDATE: LETTER SENT TO RUSSIANS APPROVING SHIPMENT REF: TRIPOLI 950
09LONDON2517	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy London	SOMALILAND: UK DIASPORA HIGHLIGHT NEED FOR GOVERANCE ASSISTANCE, OFFER SUPPORT  
05BRASILIA1479	2005	2011	CONFIDENTIAL	Embassy Brasilia	ENGAGING GOB ON SITUATION IN HAITI 
07BUENOSAIRES376	2007	2010	CONFIDENTIAL	Embassy Buenos Aires	(C) U.S.- ARGENTINE RELATIONS: DR. JEKYL AND MR.
09HAVANA631	2009	2011	CONFIDENTIAL	US Interests Section Havana	THE END OF THE "PAPA" STATE IN CUBA? THE GOC TELLS
07ISLAMABAD31	2007	2010	CONFIDENTIAL//NOFORN	Embassy Islamabad	PRESIDENT MUSHARAFF BRIEFS GEN SCHOOMAKER AND 
08TRIPOLI12	2008	2011	SECRET	Embassy Tripoli	GOL TELLS IRANIAN VP IT OPPOSES IRAN RESOLUTION, SHARES 
09REYKJAVIK219	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICESAVE BILL LINGERS AS DIVISIVE FORCE IN GOVERNMENT AND 
09TRIPOLI1036	2009	2011	SECRET//NOFORN	Embassy Tripoli	LOCAL DIPLOMATS BELIEVE LIBYA UNLIKELY TO PUSH HARD FOR SECOND TERM AS AU CHAIR REF: A. ADDIS ABABA 2945 B. LILONGWE 690
09RANGOON378	2009	2010	CONFIDENTIAL	Embassy Rangoon	BURMA: UPDATE ON CRONY ZAW ZAW?S ACTIVITIES 
08STOCKHOLM748	2008	2010	SECRET	Embassy Stockholm	x
09BRASILIA95	2009	2011	CONFIDENTIAL	Embassy Brasilia	BRAZIL'S PRESIDENTIAL FOREIGN POLICY ADVISOR ON RELATIONS WITH NEW USG 
09TRIPOLI795	2009	2011	SECRET//NOFORN	Embassy Tripoli	LIBYA'S CHEMICAL WEAPONS DESTRUCTION CHIEF DEFENDS EXTENSION REQUEST REF: A) STATE 100809; B) TRIPOLI 490
09TRIPOLI740	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Tripoli	EMBASSY TRIPOLI RESPONSE: 64TH UN GENERAL ASSEMBLY HIGH LEVEL ATTENDANCE AND REQUESTS FOR MEETINGS REF: STATE 68590
09LONDON1082	2009	2010	CONFIDENTIAL//NOFORN	Embassy London	SRI LANKA: UPDATE ON UK ACTION AND THINKING 
09BEIJING2868	2009	2010	SECRET	Embassy Beijing	PRC/BURMA: A/S CAMPBELL'S MEETING WITH ASIAN 
04SANAA3023	2004	2011	SECRET	Embassy Sanaa	YEMENI PRESIDENT SALEH WANTS WASHINGTON TRIP 
09BRUSSELS1399	2009	2010	CONFIDENTIAL	USEU Brussels	EU COMMISSIONER DE GUCHT?S TRIP TO ZIMBABWE 
08BOGOTA2024	2008	2010	CONFIDENTIAL	Embassy Bogota	MARULANDA'S DEATH SPARKS SPECULATION ON FARC'S
08PARIS114	2008	2010	CONFIDENTIAL	Embassy Paris	SARKOZY, KOUCHNER ADVISERS ON NATO, RUSSIA, IRAN, 
10BEIJING245	2010	2010	CONFIDENTIAL	Embassy Beijing	EU OFFICIAL IN BEIJING DOWNPLAYS SPANISH COMMENTS
07BUENOSAIRES1888	2007	2010	CONFIDENTIAL	Embassy Buenos Aires	CRISTINA IN HER WORDS: WILL ARGENTINA'S
05BRASILIA760	2005	2011	CONFIDENTIAL	Embassy Brasilia	ARAB DIPLOMATS WEIGH BRAZIL'S READINESS TO HOST SUMMIT REF: 
06BRASILIA1784	2006	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Brasilia	BRAZIL: AMBASSADOR'S MEETING WITH CIVIL HOUSEHOLD MINISTER DILMA ROUSSEFF, 23 AUGUST 2006 
08ABUJA1016	2008	2011	SECRET//NOFORN	Embassy Abuja	(S/NF) NIGERIA: xxxxxxxxxxxx
07REYKJAVIK69	2007	2011	UNCLASSIFIED	Embassy Reykjavik	ICELAND UNVEILS PLANS FOR UNIVERSITY ON KEFLAVIK BASE ONE 
08SAOPAULO335	2008	2011	CONFIDENTIAL	Consulate Sao Paulo	AMBASSADOR DISCUSSES BRAZILIAN OIL CONCESSION MODEL WITH DELFIM NETTO 
09KUWAIT110	2009	2010	SECRET//NOFORN	Embassy Kuwait	THE INTERIOR MINISTER'S REMEDY FOR TERRORISTS:
05DUSHANBE1921	2005	2011	SECRET	Embassy Dushanbe	MEETING WITH PRESIDENT RAHMONOV:  HIS VIEWS ON RUSSIA 
07MADRID1179	2007	2010	CONFIDENTIAL	Embassy Madrid	SPAIN/CUBA: LIBERTAD ACT, TITLE III
04BRASILIA862	2004	2011	CONFIDENTIAL	Embassy Brasilia	FTAA: INITIAL BUENOS AIRES FALLOUT IN BRASILIA 
09LONDON2774	2009	2011	CONFIDENTIAL//NOFORN	Embassy London	AFGHAN AMBASSADOR'S CONCERNS ABOUT HMG'S PLANNING FOR JANUARY 28 LONDON CONFERENCE Classified By: Ambassador Louis Susman for reasons 1.4 b and d
09ISLAMABAD284	2009	2010	SECRET	Embassy Islamabad	PRESIDENT ZARDARI DISCUSSES AQ KHAN RELEASE
09REYKJAVIK29	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	NEW ICELANDIC PM PLEDGES SUPPORT FOR IMF PROGRAM 
10CAIRO235	2010	2011	CONFIDENTIAL	Embassy Cairo	A/S POSNER PRESSES GOE OFFICIALS ON THE EMERGENCY LAW 
07TRIPOLI1065	2007	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Tripoli	CORRECTED COPY - DEPARTMENT OF ENERGY TEAM FINALIZES HEU-LEU AGREEMENT LANGUAGE WITH GOL
05BRASILIA1067	2005	2011	CONFIDENTIAL	Embassy Brasilia	PRESIDENTIAL CHIEF OF STAFF OF DIRCEU ON FTAA AND POTENTIAL COMPULSORY LICENSING OF PHARMACEUTICALS 
08LONDON2821	2008	2011	CONFIDENTIAL	Embassy London	FCO PLEASED WITH U.S./UK ALIGNMENT ON AFGHANISTAN 
08LONDON3110	2008	2011	SECRET//NOFORN	Embassy London	IRAN: FCO QUIETLY URGES PRESSURE ON GERMANS FOR EU 
08MOSCOW499	2008	2011	CONFIDENTIAL	Embassy Moscow	x
09PARIS1473	2009	2010	SECRET//NOFORN	Embassy Paris	SCENESETTER FOR YOUR VISIT TO PARIS -- NOVEMBER 8, 
09REYKJAVIK32	2009	2011	UNCLASSIFIED	Embassy Reykjavik	ICELAND RESPONSE: DEMARCHE ON LIABILITY AND 
09KABUL3364	2009	2010	SECRET	Embassy Kabul	AFGHANISTAN: CAPITAL FLIGHT AND ITS IMPACT ON FUTURE 
10TRIPOLI75	2010	2011	CONFIDENTIAL	Embassy Tripoli	LONG-TIME QADHAFI CONFIDANTE ELECTED HEAD OF GENERAL PEOPLE'S CONGRESS
09MOSCOW3010	2009	2010	CONFIDENTIAL	Embassy Moscow	MOSCOW'S INCREASING FRUSTRATION WITH TEHRAN 
08MEXICO2382	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Mexico	DIRECTOR OF THE OFFICE OF INTERNATIONAL WOMEN'S
06SAOPAULO360	2006	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Consulate Sao Paulo	REP. ISSA'S MEETING WITH LEADERS OF LEBANESE COMMUNITY IN SAO PAULO SENSTIVE BUT UNCLASSIFIED - PLEASE PROTECT ACCORDINGLY. 
10ATHENS59	2010	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Athens	Hellenic Police Chief on Security Service Reorganization, 
08SAOPAULO269	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Consulate Sao Paulo	BRAZILIAN BIOFUELS: ETHANOL PRODUCTION EXPANDING 
09ABUDHABI329	2009	2010	CONFIDENTIAL	Embassy Abu Dhabi	(U) WHY THE UAE IS PRESSING FOR IRENA HQ 
04BRASILIA676	2004	2011	CONFIDENTIAL	Embassy Brasilia	BRAZIL: AMBASSADOR'S DEMARCHES TO MRE U/S PEDROSA 
08TRIPOLI680	2008	2011	SECRET	Embassy Tripoli	SCENESETTER FOR SECRETARY RICE?S VISIT TO 
08ROME1337	2008	2011	CONFIDENTIAL	Embassy Rome	BERLUSCONI GOVERNMENT AND IPR -- FIRST SIGNS OF LIFE  
09BRASILIA952	2009	2010	SECRET//NOFORN	Embassy Brasilia	BRAZIL,S AIR FORCE COMMANDER ASKS FOR STATE ASSURANCES ON TECH TRANSFER BY AUGUST 6 
09HARARE1004	2009	2010	CONFIDENTIAL	Embassy Harare	TSVANGIRAI ASKS THE WEST FOR HELP ON CHANGING THE 
09ISTANBUL83	2009	2010	SECRET	Consulate Istanbul	US-IRAN RELATIONS:  WHY IRAN REFUSED THE US 
09BERLIN1162	2009	2010	CONFIDENTIAL//NOFORN	Embassy Berlin	GERMANY'S NEXT FOREIGN MINISTER?: THE WORLD
09REYKJAVIK161	2009	2011	CONFIDENTIAL	Embassy Reykjavik	ICELANDIC FOREIGN MINISTER'S MEETING WITH CHARGE 
06MADRID3095	2006	2010	CONFIDENTIAL	Embassy Madrid	SPAIN/CUBA: SPANISH DOCTOR CONSULTS ON CASTRO 
09KABUL140	2009	2010	CONFIDENTIAL	Embassy Kabul	VICE PRESIDENT-ELECT BIDEN AND SENATOR GRAHAM 
09TRIPOLI386	2009	2011	CONFIDENTIAL	Embassy Tripoli	x
06HAVANA9102	2006	2010	SECRET	US Interests Section Havana	ROCA, SANCHEZ RAP USINT'S INTERNET-ACCESS POLICY 
07REYKJAVIK85	2007	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	NOMINATION TO SEND ICELANDIC BROADCASTER ON 
09TRIPOLI639	2009	2011	SECRET//NOFORN	Embassy Tripoli	PRODDING LIBYA TO ACTION ON TIME SENSITIVE ISSUES -- CORRECTED COPY REF: A) TRIPOLI 599; B) TRIPOLI 632; C) TRIPOLI 638 TRIPOLI 00000639 001.2 OF 003 CLASSIFIED BY: Gene Cretz, Ambassador, U.S. Embassy Tripoli, Department of State. REASON: 1.4 (b), (d)
07REYKJAVIK249	2007	2011	UNCLASSIFIED	Embassy Reykjavik	U.S. CANDIDACY FOR ICAO COUNCIL ANNOUNCED TO ICELAND 
09ACCRA619	2009	2010	CONFIDENTIAL	Embassy Accra	GHANA PRESIDENT LEADS FIGHT AGAINST NARCOTICS 
09WARSAW876	2009	2010	SECRET//NOFORN	Embassy Warsaw	RETHINKING U.S. FORCE REDUCTIONS IN EUROPE: VIEW 
06TUNIS2570	2006	2010	CONFIDENTIAL	Embassy Tunis	SUHA ARAFAT ACQUIRES TUNISIAN NATIONALITY
10KUWAIT161	2010	2010	CONFIDENTIAL	Embassy Kuwait	GOK QUIETLY CONCERNED ABOUT IRANIAN ENRICHMENT 
08REYKJAVIK152	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	GOI NOTIFIED OF IRANIAN ENTITIES UNDER E.O. 13382 
09REYKJAVIK192	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELAND: RESPONSE TO THIRD COMMITTEE DEMARCHE 
06JERUSALEM4511	2006	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Consulate Jerusalem	PALESTINIANS SEEK PROGRESS ON RAFAH/KEREM SHALOM
09RPODUBAI389	2009	2010	CONFIDENTIAL	Iran RPO Dubai	IRAN: CLERICAL CONFAB STIFFS RAFSANJANI FOR SUPREME LEADER 
08LONDON2283	2008	2011	CONFIDENTIAL	Embassy London	IRAN: UK'S INFORMAL COMMENTS ON EU DYNAMICS AND IRAN SANCTIONS PROSPECTS REF: A. SECSTATE 95257 B. SEPT 2 LONDON EMAIL (GAYLE) TO NEA/IR 
09STATE100175	2009	2011	UNCLASSIFIED	Secretary of State	COTE D'IVOIRE:  PRESIDENTIAL STATEMENT 
08LONDON2783	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy London	ECONOMIC RECOVERY A LONG WAY OFF SAY BANKERS 
03BRASILIA3124	2003	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Brasilia	BRAZIL: NO POST-CANCUN REGRETS OR SECOND THOUGHTS 
10KABUL571	2010	2010	CONFIDENTIAL	Embassy Kabul	NEW CIV-MIL EFFORT TO INFLUENCE BEHAVIOR OF CRIMINAL AND 
09MEXICO2882	2009	2010	CONFIDENTIAL	Embassy Mexico	ELEMENTS OF GOM POLICY TEAM INTERESTED IN FOCUSING 
07BRASILIA956	2007	2011	CONFIDENTIAL	Embassy Brasilia	BRAZIL - SUSPENSION OF TITLE III OF THE LIBERTAD ACT 
09KAMPALA1399	2009	2010	CONFIDENTIAL	Embassy Kampala	UGANDA: ADDITIONAL INFORMATION ON 2002 GULU PRISON INCIDENT 
08TRIPOLI526	2008	2011	CONFIDENTIAL	Embassy Tripoli	LIBYA SEEKS TO BLACKMAIL EUROPEAN MISSIONS FOR VISAS 
09JERUSALEM197	2009	2011	CONFIDENTIAL	Consulate Jerusalem	WEST BANK SECURITY: SIGNIFICANT IDF INCURSIONS; PASF PRESSES HAMAS 
06LONDON7670	2006	2011	CONFIDENTIAL	Embassy London	(C)  COTE D'IVOIRE:  UK SHARES U.S. CONCERNS BUT 
09TRIPOLI759	2009	2011	CONFIDENTIAL//NOFORN	Embassy Tripoli	JORDANIAN PERSPECTIVES ON LIBYAN REGIME AND THEIR BILATERAL RELATIONSHIP TRIPOLI 00000759 001.2 OF 002 
06KABUL3719	2006	2011	SECRET	Embassy Kabul	PAG MAKES FIRST RECOMMENDATIONS TO PRESIDENT KARZAI 
10BRASILIA15	2010	2010	CONFIDENTIAL	Embassy Brasilia	CLIMATE CHANGE NEXT STEPS: BRAZIL WILL INSCRIBE ITS MITIGATION ACTIONS BY JANUARY 31 
09ZAGREB644	2009	2010	CONFIDENTIAL	Embassy Zagreb	PM KOSOR STRENGTHENING POLITICAL WILL TO FIGHT 
09WARSAW170	2009	2010	SECRET	Embassy Warsaw	POLAND WANTS LIVE PATRIOTS, ?NOT POTTED PLANTS? 
08NEWDELHI3228	2008	2010	CONFIDENTIAL	Embassy New Delhi	CONGRESS PARTY STUNG PLAYING RELIGIOUS POLITICS 
09TRIPOLI494	2009	2011	SECRET//NOFORN	Embassy Tripoli	FM KUSA NONCHALANT ON RETURN OF LIBYAN GTMO DETAINEES 
08OSLO670	2008	2010	CONFIDENTIAL	Embassy Oslo	LESSON LEARNED FROM NORWEGIAN DECISION TO BUY JSF 
10KABUL131	2010	2010	SECRET	Embassy Kabul	SEVEN MORE MINISTERS APPROVED -- TEN REJECTED 
09MADRID113	2009	2010	CONFIDENTIAL	Embassy Madrid	CHARGE'S JANUARY 29, 2008, LUNCH WITH SPANISH MOD
09BRASILIA1184	2009	2010	CONFIDENTIAL	Embassy Brasilia	BRAZIL SHARES UPDATE ON SITUATION IN HONDURAS 
08REYKJAVIK105	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELAND RESUMES COMMERCIAL WHALING AND INTERNATIONAL TRADE 
09REYKJAVIK28	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELAND: LEFTIST GOVERNMENT TAKES OVER THE REINS; BIO 
08REYKJAVIK195	2008	2011	CONFIDENTIAL	Embassy Reykjavik	ICELAND: PEACEKEEPING TAKES ON A MORE CIVILIAN LOOK AFTER 
09BEIJING560	2009	2010	CONFIDENTIAL	Embassy Beijing	PRC/IRAN: CHINA SEEKS CLARITY ON U.S. IRAN POLICY, 
09MADRID97	2009	2010	CONFIDENTIAL	Embassy Madrid	SPAIN: ALLEGED SPYING SCANDAL HIGHLIGHTS
09RABAT607	2009	2010	SECRET	Embassy Rabat	MOROCCO'S MANAGED MAYORAL ELECTIONS MAY STRENGTHEN
09REYKJAVIK170	2009	2011	UNCLASSIFIED	Embassy Reykjavik	ICELAND'S PLANS TO COMBAT H1N1 VIRUS THIS WINTER 
09LONDON860	2009	2010	CONFIDENTIAL//NOFORN	Embassy London	CONSERVATIVE PARTY LEADER ON AFGHANISTAN/PAKISTAN 
10TRIPOLI167	2010	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Tripoli	x
08RIGA463	2008	2011	CONFIDENTIAL	Embassy Riga	TFGG01: LATVIA ON GEORGIA/SOUTH OSSETIA - BLAME RUSSIA 
09TRIPOLI366	2009	2011	UNCLASSIFIED	Embassy Tripoli	EAC ON PREPAREDNESS FOR PANDEMIC FLU OUTBREAK 
09SEOUL59	2009	2010	CONFIDENTIAL	Embassy Seoul	ROK?S FOREIGN POLICY TOWARD THE NEIGHBORS: NORTH 
09SANSALVADOR1105	2009	2010	CONFIDENTIAL	Embassy San Salvador	FMLN Affirms Socialist Course; Leadership Acknowledges Need
05PARIS7360	2005	2010	CONFIDENTIAL	Embassy Paris	AMBASSADOR'S MEETING WITH MICHEL ROCARD 
09TRIPOLI5	2009	2011	CONFIDENTIAL	Embassy Tripoli	LIBYAN REACTIONS TO GAZA: PUBLIC OUTRAGE, PRIVATE PRAGMATISM  REF: A) 08 TRIPOLI 988, B) TRIPOLI 984  
09SANSALVADOR789	2009	2010	SECRET	Embassy San Salvador	FRIENDS OF MAURICIO: FUNES NEEDS YOUR HELP  
07REYKJAVIK306	2007	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELAND: AGREE ON CUBAN HUMAN RIGHTS SITUATION, DISAGREE ON 
